mesh_code,est_all,emp_all,est_manufacturing,emp_manufacturing,est_ict,emp_ict,est_wholesale_retail,emp_wholesale_retail,est_finance,emp_finance,est_real_estate,emp_real_estate,est_professional,emp_professional,est_accommodation_food,emp_accommodation_food,est_medical_welfare,emp_medical_welfare,lat,lon,ward_code,ward_ja
533936322,55,1152,0,0,1,13,3,13,0,0,2,13,0,0,0,0,0,0,35.610416666666666,139.784375,13108,江東区
533936323,27,1814,0,0,0,0,3,20,0,0,0,0,0,0,2,12,1,86,35.614583333333336,139.77812500000002,13108,江東区
533936324,22,300,0,0,1,8,1,8,0,0,0,0,1,17,0,0,0,0,35.614583333333336,139.784375,13108,江東区
533936331,16,196,1,26,0,0,1,20,0,0,0,0,0,0,0,0,0,0,35.610416666666666,139.790625,13108,江東区
533936404,13,401,0,0,0,0,1,1,0,0,0,0,1,29,0,0,0,0,35.62291666666667,139.759375,13109,品川区
533936414,23,316,0,0,0,0,9,78,0,0,1,5,0,0,6,146,1,5,35.62291666666667,139.771875,13108,江東区
533936421,222,5674,9,72,49,1099,45,1307,1,1,6,119,35,1227,5,42,10,59,35.61875,139.77812500000002,13108,江東区
533936422,30,948,2,81,1,112,2,23,0,0,0,0,1,51,1,6,0,0,35.61875,139.784375,13108,江東区
533936423,104,957,1,1,0,0,60,474,0,0,4,40,1,3,23,234,0,0,35.62291666666667,139.77812500000002,13108,江東区
533936431,2,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.61875,139.790625,13108,江東区
533936433,34,349,0,0,0,0,2,21,0,0,1,0,0,0,1,5,0,0,35.62291666666667,139.790625,13108,江東区
533936462,7,161,3,102,0,0,1,11,0,0,0,0,1,10,1,32,0,0,35.61875,139.834375,13108,江東区
533936463,7,63,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35.62291666666667,139.828125,13108,江東区
533936464,3,9,1,6,0,0,0,0,0,0,0,0,0,0,1,2,0,0,35.62291666666667,139.834375,13108,江東区
533936502,50,2913,2,18,0,0,7,140,0,0,0,0,6,249,1,14,1,60,35.62708333333333,139.759375,13109,品川区
533936512,137,3610,0,0,9,1440,58,381,2,5,7,169,2,32,35,1280,2,8,35.62708333333333,139.771875,13103,港区
533936521,261,11511,7,207,18,3133,116,2611,4,968,3,518,7,1019,62,928,3,24,35.62708333333333,139.77812500000002,13108,江東区
533936523,59,2064,0,0,3,5,13,238,1,1,7,20,4,8,5,65,7,131,35.63125,139.77812500000002,13103,港区
533936524,25,1090,0,0,0,0,5,77,0,0,0,0,1,6,3,9,0,0,35.63125,139.784375,13108,江東区
533936532,21,618,1,74,0,0,3,17,0,0,1,16,1,3,5,23,0,0,35.62708333333333,139.796875,13108,江東区
533936533,191,10824,13,1121,26,3628,51,1883,2,39,2,16,12,950,29,375,9,376,35.63125,139.790625,13108,江東区
533936534,20,371,0,0,3,54,4,30,0,0,1,0,0,0,10,99,0,0,35.63125,139.796875,13108,江東区
533936561,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.62708333333333,139.828125,13108,江東区
533936562,21,434,0,0,0,0,3,22,0,0,1,9,0,0,0,0,0,0,35.62708333333333,139.834375,13108,江東区
533936564,12,132,4,79,0,0,3,19,0,0,0,0,0,0,0,0,0,0,35.63125,139.834375,13108,江東区
533936603,146,6046,1,66,15,804,24,2999,1,2,15,61,17,168,19,145,11,233,35.639583333333334,139.753125,13103,港区
533936604,91,5339,1,89,6,2645,14,647,2,62,15,206,9,133,6,30,1,0,35.639583333333334,139.759375,13103,港区
533936622,71,2327,2,354,4,8,10,74,0,0,12,48,6,6,7,61,6,155,35.635416666666664,139.784375,13108,江東区
533936631,14,272,0,0,0,0,4,50,0,0,0,0,0,0,5,72,0,0,35.635416666666664,139.790625,13108,江東区
533936632,11,2587,0,0,0,0,2,25,0,0,0,0,1,2,2,30,1,2328,35.635416666666664,139.796875,13108,江東区
533936633,166,1802,1,11,4,10,101,971,4,5,5,6,3,5,22,495,3,32,35.639583333333334,139.790625,13108,江東区
533936634,41,1262,1,9,1,8,5,113,1,2,6,48,1,110,0,0,1,14,35.639583333333334,139.796875,13108,江東区
533936643,83,3586,10,299,1,60,29,858,0,0,5,341,2,19,3,136,1,1,35.639583333333334,139.80312500000002,13108,江東区
533936652,30,1070,9,157,1,38,4,187,0,0,3,45,0,0,0,0,0,0,35.635416666666664,139.821875,13108,江東区
533936654,51,2641,4,21,3,49,15,388,0,0,8,136,2,98,2,119,0,0,35.639583333333334,139.821875,13108,江東区
533936662,83,1568,5,85,1,5,32,246,0,0,8,50,1,4,2,11,0,0,35.635416666666664,139.834375,13108,江東区
533936663,56,1218,9,122,0,0,18,310,1,1,3,89,1,33,0,0,1,1,35.639583333333334,139.828125,13108,江東区
533936664,76,1476,11,180,0,0,30,440,0,0,3,242,0,0,3,48,0,0,35.639583333333334,139.834375,13108,江東区
533936673,13,345,2,16,0,0,2,16,0,0,1,4,0,0,0,0,0,0,35.639583333333334,139.84062500000002,13108,江東区
533936684,3,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.639583333333334,139.859375,13123,江戸川区
533936701,342,10582,13,1507,35,1132,74,1284,5,28,27,212,28,742,18,347,14,197,35.64375,139.753125,13103,港区
533936702,106,2844,2,7,3,33,14,431,2,61,2,39,3,52,6,27,1,66,35.64375,139.759375,13103,港区
533936703,632,23609,20,186,71,5073,147,4035,16,221,43,1860,99,1431,39,267,25,1720,35.64791666666667,139.753125,13103,港区
533936704,95,6720,4,166,14,2445,22,1559,3,161,3,152,8,284,9,94,3,17,35.64791666666667,139.759375,13103,港区
533936714,3,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.64791666666667,139.771875,13102,中央区
533936721,407,3749,3,22,0,0,385,3571,0,0,0,0,0,0,16,85,0,0,35.64375,139.77812500000002,13108,江東区
533936722,69,2852,2,24,1,11,31,1695,3,29,2,29,0,0,8,30,3,43,35.64375,139.784375,13108,江東区
533936724,5,43,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,35.64791666666667,139.784375,13108,江東区
533936733,32,484,1,1,5,216,10,48,0,0,8,25,1,4,3,22,0,0,35.64791666666667,139.790625,13108,江東区
533936741,78,1758,1,11,2,24,13,338,1,3,11,24,5,18,5,40,11,303,35.64375,139.80312500000002,13108,江東区
533936742,28,860,1,109,2,120,9,134,0,0,4,132,1,19,0,0,0,0,35.64375,139.80937500000002,13108,江東区
533936743,129,2091,3,18,9,33,24,663,3,8,5,22,12,50,16,240,25,384,35.64791666666667,139.80312500000002,13108,江東区
533936744,36,683,3,166,0,0,6,70,0,0,2,60,0,0,6,32,8,129,35.64791666666667,139.80937500000002,13108,江東区
533936751,51,1255,1,8,0,0,10,143,0,0,0,0,0,0,0,0,0,0,35.64375,139.815625,13108,江東区
533936752,119,1901,8,104,3,76,47,574,0,0,15,139,3,25,2,83,1,38,35.64375,139.821875,13108,江東区
533936753,15,726,2,436,2,97,1,11,0,0,1,0,3,88,2,8,2,65,35.64791666666667,139.815625,13108,江東区
533936754,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.64791666666667,139.821875,13108,江東区
533936761,105,8147,6,101,8,5688,31,571,1,10,6,67,4,36,19,218,1,3,35.64375,139.828125,13108,江東区
533936763,19,582,0,0,0,0,7,103,0,0,0,0,0,0,7,96,0,0,35.64791666666667,139.828125,13108,江東区
533936764,39,1286,4,21,2,70,13,104,0,0,2,5,1,193,1,3,0,0,35.64791666666667,139.834375,13108,江東区
533936771,22,514,9,227,0,0,2,22,0,0,0,0,0,0,1,34,0,0,35.64375,139.84062500000002,13108,江東区
533936773,3,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.64791666666667,139.84062500000002,13108,江東区
533936781,2,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.64375,139.853125,13123,江戸川区
533936782,13,337,1,15,0,0,1,24,0,0,0,0,1,7,5,150,0,0,35.64375,139.859375,13123,江戸川区
533936783,7,166,0,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,35.64791666666667,139.853125,13123,江戸川区
533936784,46,1370,0,0,0,0,11,165,1,1,1,1,2,19,1,1,0,0,35.64791666666667,139.859375,13123,江戸川区
533936791,21,806,0,0,0,0,3,105,0,0,0,0,1,42,1,33,0,0,35.64375,139.86562500000002,13123,江戸川区
533936792,58,1344,2,9,1,68,7,42,1,1,1,2,2,6,4,27,5,84,35.64375,139.87187500000002,13123,江戸川区
533936793,114,2858,1,30,2,12,35,642,3,10,1,7,0,0,1,7,0,0,35.64791666666667,139.86562500000002,13123,江戸川区
533936794,144,2420,6,445,3,7,52,716,0,0,8,18,4,80,15,161,11,123,35.64791666666667,139.87187500000002,13123,江戸川区
533936801,1043,25640,61,616,132,3690,222,3250,29,1359,91,3258,109,1442,76,746,32,336,35.65208333333334,139.753125,13103,港区
533936802,252,21194,14,1435,18,2518,57,2892,9,258,12,395,27,2754,17,642,12,105,35.65208333333334,139.759375,13103,港区
533936803,1536,39528,58,2577,137,5902,337,12556,56,1724,151,2031,184,1820,164,2271,71,856,35.65625000000001,139.753125,13103,港区
533936804,530,30278,23,306,65,17910,82,2735,22,802,44,1793,55,578,67,666,23,474,35.65625000000001,139.759375,13103,港区
533936814,160,2894,6,23,6,230,24,277,5,24,32,213,28,127,11,240,9,144,35.65625000000001,139.771875,13102,中央区
533936821,23,2376,1,29,3,739,2,109,1,65,1,1,1,1,4,89,3,43,35.65208333333334,139.77812500000002,13102,中央区
533936823,178,2731,12,260,17,651,44,1052,3,50,20,135,22,74,19,130,12,148,35.65625000000001,139.77812500000002,13102,中央区
533936824,248,23050,5,915,33,7375,53,4421,10,3020,17,151,24,1049,32,450,12,286,35.65625000000001,139.784375,13102,中央区
533936832,160,13233,2,7,17,3080,31,2786,1,26,12,1025,5,23,20,301,25,1235,35.65208333333334,139.796875,13108,江東区
533936834,337,46052,3,1436,35,25850,71,5971,25,7279,18,196,6,38,71,1023,31,455,35.65625000000001,139.796875,13108,江東区
533936841,33,561,5,98,2,3,1,4,0,0,0,0,6,227,5,27,6,80,35.65208333333334,139.80312500000002,13108,江東区
533936842,58,1225,1,1,7,32,19,713,1,1,2,5,1,1,5,104,7,66,35.65208333333334,139.80937500000002,13108,江東区
533936843,77,1407,6,103,12,778,12,162,0,0,4,17,5,8,8,20,4,122,35.65625000000001,139.80312500000002,13108,江東区
533936844,72,1076,9,121,2,2,12,155,0,0,7,30,4,41,2,6,4,122,35.65625000000001,139.80937500000002,13108,江東区
533936851,27,369,0,0,0,0,3,115,0,0,0,0,0,0,0,0,0,0,35.65208333333334,139.815625,13108,江東区
533936852,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.65208333333334,139.821875,13108,江東区
533936853,102,1766,15,170,5,318,21,247,2,318,6,18,7,184,7,30,9,139,35.65625000000001,139.815625,13108,江東区
533936854,40,1885,2,14,0,0,12,213,1,40,0,0,0,0,3,41,0,0,35.65625000000001,139.821875,13108,江東区
533936861,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.65208333333334,139.828125,13108,江東区
533936862,4,58,0,0,0,0,1,6,0,0,0,0,0,0,1,6,0,0,35.65208333333334,139.834375,13108,江東区
533936863,18,646,1,23,0,0,2,18,0,0,0,0,0,0,1,1,0,0,35.65625000000001,139.828125,13108,江東区
533936864,2,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.65625000000001,139.834375,13108,江東区
533936871,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.65208333333334,139.84062500000002,13108,江東区
533936873,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.65625000000001,139.84062500000002,13108,江東区
533936881,10,1230,0,0,0,0,2,29,0,0,0,0,0,0,2,48,4,822,35.65208333333334,139.853125,13123,江戸川区
533936882,14,246,1,2,1,3,2,39,0,0,0,0,1,3,1,4,3,27,35.65208333333334,139.859375,13123,江戸川区
533936883,27,421,1,2,5,14,1,3,0,0,1,1,2,10,3,13,5,72,35.65625000000001,139.853125,13123,江戸川区
533936884,44,693,1,5,1,2,5,17,0,0,3,8,2,2,4,30,9,296,35.65625000000001,139.859375,13123,江戸川区
533936891,39,792,3,96,1,2,16,448,0,0,3,33,0,0,1,9,2,33,35.65208333333334,139.86562500000002,13123,江戸川区
533936892,91,1079,5,48,1,11,21,204,0,0,1,5,6,22,11,180,10,114,35.65208333333334,139.87187500000002,13123,江戸川区
533936893,114,864,16,89,0,0,22,150,0,0,12,71,3,61,8,33,7,65,35.65625000000001,139.86562500000002,13123,江戸川区
533936894,110,933,6,63,0,0,16,215,1,4,14,48,1,1,10,28,12,94,35.65625000000001,139.87187500000002,13123,江戸川区
533936901,1418,31137,43,649,188,7039,339,6433,31,1985,115,787,190,2266,75,1573,55,1611,35.66041666666667,139.753125,13103,港区
533936902,551,13528,19,558,81,2420,116,2678,20,685,52,464,95,1007,23,209,11,133,35.66041666666667,139.759375,13102,中央区
533936903,1683,34887,55,2090,174,5074,326,6671,47,1565,142,2161,271,2480,218,1561,60,3791,35.66458333333334,139.753125,13103,港区
533936904,1450,56997,29,348,103,19347,220,10518,31,506,124,572,158,10601,428,3682,75,567,35.66458333333334,139.759375,13102,中央区
533936911,23,1885,1,1,4,318,8,1437,2,82,0,0,3,8,1,7,0,0,35.66041666666667,139.765625,13102,中央区
533936912,70,4623,2,30,11,169,12,1013,2,4,7,42,8,242,4,40,2,19,35.66041666666667,139.771875,13102,中央区
533936913,493,26302,11,326,80,5864,85,3159,13,64,44,500,87,1715,44,1567,16,4222,35.66458333333334,139.765625,13102,中央区
533936914,741,9226,27,771,43,1154,389,3651,4,148,32,229,37,377,112,1692,18,122,35.66458333333334,139.771875,13102,中央区
533936921,438,6734,8,100,14,1071,76,1415,7,71,35,441,32,956,104,665,55,662,35.66041666666667,139.77812500000002,13102,中央区
533936922,140,2135,1,2,7,39,38,634,0,0,11,19,10,31,21,116,22,519,35.66041666666667,139.784375,13102,中央区
533936923,203,6313,8,53,10,1192,43,492,2,2495,14,33,14,76,53,1217,16,267,35.66458333333334,139.77812500000002,13102,中央区
533936924,398,3302,11,42,6,232,81,812,4,21,38,139,30,118,91,644,58,726,35.66458333333334,139.784375,13102,中央区
533936931,86,9711,2,12,14,5561,20,2980,1,0,4,12,4,8,10,160,10,137,35.66041666666667,139.790625,13108,江東区
533936932,52,1300,1,11,3,11,6,95,1,2,7,12,13,44,4,46,7,66,35.66041666666667,139.796875,13108,江東区
533936933,14,51,0,0,0,0,2,5,0,0,3,4,3,6,1,9,1,3,35.66458333333334,139.790625,13108,江東区
533936934,77,3516,6,372,8,1102,7,71,0,0,3,12,8,318,4,49,6,127,35.66458333333334,139.796875,13108,江東区
533936941,79,1031,5,107,4,12,23,296,0,0,2,21,4,25,4,38,18,281,35.66041666666667,139.80312500000002,13108,江東区
533936942,87,1686,5,48,5,9,13,205,1,2,8,32,4,53,9,95,10,470,35.66041666666667,139.80937500000002,13108,江東区
533936943,141,5127,9,307,3,5,35,973,3,36,4,9,7,1482,17,306,8,279,35.66458333333334,139.80312500000002,13108,江東区
533936944,82,968,11,122,6,33,19,278,0,0,4,8,1,6,12,56,4,69,35.66458333333334,139.80937500000002,13108,江東区
533936951,66,2444,16,386,6,10,11,170,0,0,1,2,4,568,7,67,4,140,35.66041666666667,139.815625,13108,江東区
533936952,48,2085,2,106,1,73,11,493,1,7,1,8,1,13,1,6,0,0,35.66041666666667,139.821875,13108,江東区
533936953,52,2736,0,0,5,588,10,746,1,18,5,23,3,20,3,25,5,235,35.66458333333334,139.815625,13108,江東区
533936954,54,1423,3,39,0,0,11,240,2,75,2,3,2,5,4,58,1,3,35.66458333333334,139.821875,13108,江東区
533936961,33,3251,4,37,0,0,5,38,0,0,1,8,0,0,0,0,0,0,35.66041666666667,139.828125,13108,江東区
533936962,2,14,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,35.66041666666667,139.834375,13108,江東区
533936963,20,974,0,0,1,130,0,0,0,0,0,0,2,97,0,0,0,0,35.66458333333334,139.828125,13108,江東区
533936964,131,3916,2,367,1,2,55,1103,2,6,2,20,6,68,22,335,10,1161,35.66458333333334,139.834375,13108,江東区
533936973,52,1687,1,17,4,12,5,29,0,0,27,139,0,0,0,0,0,0,35.66458333333334,139.84062500000002,13108,江東区
533936981,61,473,0,0,3,13,13,159,0,0,2,6,9,12,3,12,7,79,35.66041666666667,139.853125,13123,江戸川区
533936982,98,1561,2,3,1,4,23,558,0,0,14,45,3,9,15,120,11,412,35.66041666666667,139.859375,13123,江戸川区
533936983,58,738,1,10,3,4,8,204,1,1,5,12,4,14,6,26,7,136,35.66458333333334,139.853125,13123,江戸川区
533936984,644,7819,5,13,19,135,113,1331,20,513,72,620,42,473,128,1520,75,824,35.66458333333334,139.859375,13123,江戸川区
533936991,134,1291,6,30,5,29,31,437,1,8,15,66,6,58,17,108,12,150,35.66041666666667,139.86562500000002,13123,江戸川区
533936992,278,2756,8,39,8,191,55,677,7,85,40,247,10,28,32,374,30,294,35.66041666666667,139.87187500000002,13123,江戸川区
533936993,192,1563,7,47,5,131,40,360,1,6,23,72,9,45,25,317,22,191,35.66458333333334,139.86562500000002,13123,江戸川区
533936994,488,5500,13,54,6,15,86,931,9,127,61,290,29,124,84,1132,56,582,35.66458333333334,139.87187500000002,13123,江戸川区
533937701,28,359,1,3,0,0,8,84,1,7,0,0,1,1,2,29,4,98,35.64375,139.878125,13123,江戸川区
533937703,102,809,5,15,2,3,16,188,2,6,7,24,5,12,6,47,12,127,35.64791666666667,139.878125,13123,江戸川区
533937704,2,55,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,52,35.64791666666667,139.884375,13123,江戸川区
533937801,89,655,4,23,1,2,19,184,2,3,13,51,2,6,4,29,5,26,35.65208333333334,139.878125,13123,江戸川区
533937802,99,2064,0,0,0,0,54,1376,1,4,1,3,1,7,19,376,4,36,35.65208333333334,139.884375,13123,江戸川区
533937803,80,536,6,28,0,0,13,79,1,2,15,43,2,6,4,15,6,132,35.65625000000001,139.878125,13123,江戸川区
533937804,31,399,3,109,0,0,4,29,0,0,7,14,2,2,3,19,1,36,35.65625000000001,139.884375,13123,江戸川区
533937901,114,2288,1,5,3,85,21,317,2,23,17,204,8,37,15,210,15,656,35.66041666666667,139.878125,13123,江戸川区
533937902,60,395,7,47,1,2,9,39,0,0,13,40,4,42,3,32,4,80,35.66041666666667,139.884375,13123,江戸川区
533937903,135,1340,10,31,0,0,35,360,1,11,14,45,1,2,6,25,15,409,35.66458333333334,139.878125,13123,江戸川区
533937904,66,746,10,56,1,1,15,221,0,0,7,25,3,13,4,85,3,24,35.66458333333334,139.884375,13123,江戸川区
533944064,63,688,3,4,1,1,8,134,0,0,4,10,2,5,2,11,10,150,35.67291666666667,139.584375,13112,世田谷区
533944071,68,582,4,38,1,3,9,93,0,0,7,16,9,35,4,36,6,57,35.66875,139.59062500000002,13112,世田谷区
533944072,300,2496,7,88,5,16,49,421,2,6,37,213,19,44,55,248,52,764,35.66875,139.596875,13112,世田谷区
533944073,42,590,0,0,0,0,5,20,0,0,3,64,4,10,2,16,4,134,35.67291666666667,139.59062500000002,13112,世田谷区
533944074,76,1134,0,0,3,15,16,218,0,0,12,36,5,11,4,57,16,629,35.67291666666667,139.596875,13112,世田谷区
533944081,498,4337,4,14,7,50,120,1257,14,225,55,342,17,83,94,802,78,761,35.66875,139.603125,13112,世田谷区
533944082,99,1158,2,122,5,22,15,283,2,16,10,20,6,9,11,50,20,387,35.66875,139.609375,13112,世田谷区
533944083,131,1065,3,40,1,1,27,120,0,0,21,70,11,40,5,181,18,204,35.67291666666667,139.603125,13112,世田谷区
533944084,145,1020,2,9,4,8,39,342,1,7,20,56,8,21,10,27,16,118,35.67291666666667,139.609375,13115,杉並区
533944091,199,3204,2,26,5,34,45,642,2,17,26,53,5,23,31,347,33,1283,35.66875,139.61562500000002,13112,世田谷区
533944092,176,1558,1,2,2,8,41,328,3,16,16,30,14,87,24,141,33,345,35.66875,139.62187500000002,13112,世田谷区
533944093,159,2192,5,32,11,1027,36,443,5,48,12,133,9,38,21,98,14,88,35.67291666666667,139.61562500000002,13112,世田谷区
533944094,78,678,6,32,3,8,17,189,1,11,9,25,9,79,3,21,4,31,35.67291666666667,139.62187500000002,13115,杉並区
533944171,64,680,2,32,6,8,11,122,2,4,5,9,7,17,2,25,8,152,35.677083333333336,139.59062500000002,13112,世田谷区
533944172,58,454,1,5,0,0,9,122,1,15,5,22,1,1,1,2,1,10,35.677083333333336,139.596875,13112,世田谷区
533944173,55,432,3,11,0,0,10,178,1,1,5,9,3,6,7,20,9,99,35.681250000000006,139.59062500000002,13112,世田谷区
533944174,71,1709,2,30,3,43,14,471,0,0,7,22,2,3,7,58,12,717,35.681250000000006,139.596875,13112,世田谷区
533944181,49,393,5,17,3,9,7,81,0,0,6,13,2,7,1,10,5,82,35.677083333333336,139.603125,13112,世田谷区
533944182,49,256,1,4,0,0,10,43,0,0,6,8,6,13,3,9,5,117,35.677083333333336,139.609375,13115,杉並区
533944183,26,214,1,14,2,2,1,2,0,0,5,11,3,4,1,6,1,29,35.681250000000006,139.603125,13115,杉並区
533944184,72,1430,1,23,0,0,14,96,0,0,6,26,3,25,5,123,23,1013,35.681250000000006,139.609375,13115,杉並区
533944191,83,1817,3,19,5,64,15,151,1,2,12,29,2,2,3,43,17,546,35.677083333333336,139.61562500000002,13115,杉並区
533944192,35,413,1,1,0,0,5,204,3,3,8,22,4,7,0,0,3,15,35.677083333333336,139.62187500000002,13115,杉並区
533944193,135,735,2,3,0,0,22,103,1,1,23,53,10,52,16,85,19,200,35.681250000000006,139.61562500000002,13115,杉並区
533944194,44,480,0,0,1,1,7,28,0,0,8,19,4,6,6,41,3,110,35.681250000000006,139.62187500000002,13115,杉並区
533944272,140,884,0,0,4,40,30,229,0,0,20,47,5,9,19,39,25,151,35.68541666666667,139.596875,13115,杉並区
533944274,131,983,4,13,2,3,23,281,2,33,22,75,5,9,12,105,19,176,35.68958333333334,139.596875,13115,杉並区
533944281,36,471,1,2,3,3,0,0,1,1,12,21,2,3,4,22,2,27,35.68541666666667,139.603125,13115,杉並区
533944282,148,742,2,2,2,5,25,163,3,30,33,100,4,8,20,104,22,195,35.68541666666667,139.609375,13115,杉並区
533944283,127,714,4,5,2,3,18,52,1,2,37,74,14,36,15,94,13,202,35.68958333333334,139.603125,13115,杉並区
533944284,89,969,5,40,2,5,12,67,4,4,14,23,10,65,3,34,11,128,35.68958333333334,139.609375,13115,杉並区
533944291,123,1507,2,12,8,12,29,441,2,4,13,50,5,13,18,163,12,287,35.68541666666667,139.61562500000002,13115,杉並区
533944292,102,1546,3,23,2,2,15,283,0,0,19,48,8,37,4,32,7,333,35.68541666666667,139.62187500000002,13115,杉並区
533944293,115,3377,5,711,5,7,28,510,2,26,18,38,12,49,11,107,14,1580,35.68958333333334,139.61562500000002,13115,杉並区
533944294,75,590,0,0,3,6,17,172,1,1,10,22,4,5,11,140,8,168,35.68958333333334,139.62187500000002,13115,杉並区
533944371,94,766,0,0,4,14,21,161,1,2,16,78,5,11,10,34,18,159,35.69375,139.59062500000002,13115,杉並区
533944372,57,482,3,8,1,1,9,38,0,0,14,25,7,39,3,15,3,138,35.69375,139.596875,13115,杉並区
533944374,154,1167,2,11,5,7,43,308,2,7,28,59,7,13,13,29,19,172,35.69791666666667,139.596875,13115,杉並区
533944381,97,917,6,35,3,7,22,217,0,0,14,29,7,21,9,48,17,358,35.69375,139.603125,13115,杉並区
533944382,69,1040,2,160,2,5,12,235,1,5,16,34,6,17,5,65,9,203,35.69375,139.609375,13115,杉並区
533944383,98,395,3,8,4,10,18,54,1,3,22,39,12,35,5,17,9,100,35.69791666666667,139.603125,13115,杉並区
533944384,53,385,2,3,3,3,10,62,2,6,9,20,5,9,4,8,6,88,35.69791666666667,139.609375,13115,杉並区
533944391,86,661,1,3,5,11,21,212,0,0,13,27,6,12,9,28,12,271,35.69375,139.61562500000002,13115,杉並区
533944392,72,366,3,9,3,5,11,57,1,2,13,32,9,19,3,29,8,80,35.69375,139.62187500000002,13115,杉並区
533944393,107,479,3,17,3,3,12,60,2,17,29,62,9,16,13,65,11,108,35.69791666666667,139.61562500000002,13115,杉並区
533944394,75,337,4,35,3,7,7,29,0,0,19,32,8,20,2,11,11,99,35.69791666666667,139.62187500000002,13115,杉並区
533944472,442,2628,6,25,9,65,79,914,1,2,57,125,31,103,132,625,39,238,35.702083333333334,139.596875,13115,杉並区
533944474,311,1515,6,34,16,67,70,282,2,11,36,108,12,30,63,354,37,295,35.706250000000004,139.596875,13115,杉並区
533944481,404,2669,4,20,9,22,94,545,5,47,49,170,19,61,85,518,50,353,35.702083333333334,139.603125,13115,杉並区
533944482,73,634,0,0,4,111,10,180,0,0,25,69,9,19,0,0,7,72,35.702083333333334,139.609375,13115,杉並区
533944483,335,2074,7,36,9,40,62,331,5,71,49,113,27,76,57,277,43,628,35.706250000000004,139.603125,13115,杉並区
533944484,105,606,2,8,4,8,20,137,1,1,24,49,12,28,7,63,11,144,35.706250000000004,139.609375,13115,杉並区
533944491,351,3341,12,83,23,229,50,420,1,6,62,599,56,442,29,93,44,688,35.702083333333334,139.61562500000002,13115,杉並区
533944492,570,4454,5,29,21,213,89,803,7,118,101,427,44,247,96,597,77,878,35.702083333333334,139.62187500000002,13115,杉並区
533944493,447,3872,4,16,21,241,68,536,4,71,61,152,47,202,104,942,42,812,35.706250000000004,139.61562500000002,13115,杉並区
533944494,746,8171,5,23,25,752,233,2428,24,732,60,416,43,172,129,1194,82,762,35.706250000000004,139.62187500000002,13115,杉並区
533944564,84,348,2,3,3,7,19,70,0,0,15,35,8,27,3,4,9,102,35.71458333333334,139.584375,13120,練馬区
533944571,48,930,1,8,3,6,12,106,0,0,8,27,0,0,7,31,4,23,35.71041666666667,139.59062500000002,13115,杉並区
533944572,76,387,3,19,3,3,20,74,0,0,14,29,9,19,7,20,4,46,35.71041666666667,139.596875,13115,杉並区
533944573,45,222,0,0,2,4,6,13,2,3,13,32,5,18,2,12,7,101,35.71458333333334,139.59062500000002,13115,杉並区
533944574,58,758,0,0,1,1,15,307,0,0,12,21,3,15,4,112,5,91,35.71458333333334,139.596875,13115,杉並区
533944581,171,1370,4,29,4,91,41,371,1,11,28,57,15,70,18,136,14,211,35.71041666666667,139.603125,13115,杉並区
533944582,159,1988,2,15,4,91,38,239,1,16,23,49,10,39,12,56,27,329,35.71041666666667,139.609375,13115,杉並区
533944583,108,601,6,38,9,114,21,127,0,0,34,59,4,15,2,10,7,111,35.71458333333334,139.603125,13115,杉並区
533944584,90,1537,1,1,6,14,14,117,0,0,13,83,15,31,4,29,10,834,35.71458333333334,139.609375,13115,杉並区
533944591,137,824,2,6,7,37,35,215,0,0,20,36,10,27,10,22,15,150,35.71041666666667,139.61562500000002,13115,杉並区
533944592,91,1183,3,12,3,3,12,41,1,2,13,27,7,10,7,29,13,712,35.71041666666667,139.62187500000002,13115,杉並区
533944593,79,634,5,32,1,8,14,139,0,0,14,27,7,20,4,25,9,153,35.71458333333334,139.61562500000002,13115,杉並区
533944594,61,652,2,2,3,5,7,28,1,1,11,27,9,19,5,45,12,425,35.71458333333334,139.62187500000002,13115,杉並区
533944653,71,765,3,30,1,1,12,140,0,0,16,306,6,17,7,55,3,48,35.72291666666667,139.565625,13120,練馬区
533944654,96,1252,4,17,3,54,25,391,0,0,11,28,7,12,5,82,15,362,35.72291666666667,139.571875,13120,練馬区
533944661,33,351,1,10,3,22,1,4,1,3,7,14,3,5,2,14,1,1,35.71875,139.578125,13120,練馬区
